Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,115.80000305175781,116.33000183105469,114.76000213623047,116.1500015258789,110.19365692138672,28781900
2017-01-04,115.8499984741211,116.51000213623047,115.75,116.0199966430664,110.07032775878906,21118100
2017-01-05,115.91999816894531,116.86000061035156,115.80999755859375,116.61000061035156,110.63008117675781,22193600
2017-01-06,116.77999877929688,118.16000366210938,116.47000122070312,117.91000366210938,111.8634262084961,31751900
2017-01-09,117.94999694824219,119.43000030517578,117.94000244140625,118.98999786376953,112.88802337646484,33561900
2017-01-10,118.7699966430664,119.37999725341797,118.30000305175781,119.11000061035156,113.00188446044922,24462100
2017-01-11,118.73999786376953,119.93000030517578,118.5999984741211,119.75,113.60904693603516,27588600
2017-01-12,118.9000015258789,119.30000305175781,118.20999908447266,119.25,113.13468170166016,27086200
2017-01-13,119.11000061035156,119.62000274658203,118.80999755859375,119.04000091552734,112.9354476928711,26111900
2017-01-17,118.33999633789062,120.23999786376953,118.22000122070312,120.0,113.84625244140625,34439800
2017-01-18,120.0,120.5,119.70999908447266,119.98999786376953,113.83673095703125,23713000
2017-01-19,119.4000015258789,120.08999633789062,119.37000274658203,119.77999877929688,113.63751220703125,25597300
2017-01-20,120.44999694824219,120.44999694824219,119.7300033569336,120.0,113.84625244140625,32597900
2017-01-23,120.0,120.80999755859375,119.7699966430664,120.08000183105469,113.92212677001953,22050200
2017-01-24,119.55000305175781,120.0999984741211,119.5,119.97000122070312,113.81776428222656,23211000
2017-01-25,120.41999816894531,122.0999984741211,120.27999877929688,121.87999725341797,115.62982177734375,32377600
2017-01-26,121.66999816894531,122.44000244140625,121.5999984741211,121.94000244140625,115.6867446899414,26337600
2017-01-27,122.13999938964844,122.3499984741211,121.5999984741211,121.94999694824219,115.69622802734375,20562900
2017-01-30,120.93000030517578,121.62999725341797,120.66000366210938,121.62999725341797,115.39262390136719,30377500
2017-01-31,121.1500015258789,121.38999938964844,120.62000274658203,121.3499984741211,115.12699890136719,49201000
2017-02-01,127.02999877929688,130.49000549316406,127.01000213623047,128.75,122.14751434326172,111985000
2017-02-02,127.9800033569336,129.38999938964844,127.77999877929688,128.52999877929688,121.93878936767578,33710400
2017-02-03,128.30999755859375,129.19000244140625,128.16000366210938,129.0800018310547,122.46060180664062,24507300
2017-02-06,129.1300048828125,130.5,128.89999389648438,130.2899932861328,123.60855102539062,26845900
2017-02-07,130.5399932861328,132.08999633789062,130.4499969482422,131.52999877929688,124.7849349975586,38183800
2017-02-08,131.35000610351562,132.22000122070312,131.22000122070312,132.0399932861328,125.26878356933594,23004100
2017-02-09,131.64999389648438,132.4499969482422,131.1199951171875,132.4199981689453,126.1739730834961,28349900
2017-02-10,132.4600067138672,132.94000244140625,132.0500030517578,132.1199951171875,125.88813018798828,20065500
2017-02-13,133.0800018310547,133.82000732421875,132.75,133.2899932861328,127.00293731689453,23035400
2017-02-14,133.47000122070312,135.08999633789062,133.25,135.02000427246094,128.65138244628906,33226200
2017-02-15,135.52000427246094,136.27000427246094,134.6199951171875,135.50999450683594,129.11827087402344,35623100
2017-02-16,135.6699981689453,135.89999389648438,134.83999633789062,135.35000610351562,128.96580505371094,22584600
2017-02-17,135.10000610351562,135.8300018310547,135.10000610351562,135.72000122070312,129.318359375,22198200
2017-02-21,136.22999572753906,136.75,135.97999572753906,136.6999969482422,130.25213623046875,24507200
2017-02-22,136.42999267578125,137.1199951171875,136.11000061035156,137.11000061035156,130.6427764892578,20836900
2017-02-23,137.3800048828125,137.47999572753906,136.3000030517578,136.52999877929688,130.0901336669922,20788200
2017-02-24,135.91000366210938,136.66000366210938,135.27999877929688,136.66000366210938,130.21401977539062,21776600
2017-02-27,137.13999938964844,137.44000244140625,136.27999877929688,136.92999267578125,130.47125244140625,20257400
2017-02-28,137.0800018310547,137.44000244140625,136.6999969482422,136.99000549316406,130.52845764160156,23482900
2017-03-01,137.88999938964844,140.14999389648438,137.60000610351562,139.7899932861328,133.19635009765625,36414600
2017-03-02,140.0,140.27999877929688,138.75999450683594,138.9600067138672,132.40550231933594,26211000
2017-03-03,138.77999877929688,139.8300018310547,138.58999633789062,139.77999877929688,133.18682861328125,21108100
2017-03-06,139.3699951171875,139.77000427246094,138.60000610351562,139.33999633789062,132.767578125,21750000
2017-03-07,139.05999755859375,139.97999572753906,138.7899932861328,139.52000427246094,132.93910217285156,17446300
2017-03-08,138.9499969482422,139.8000030517578,138.82000732421875,139.0,132.44363403320312,18707200
2017-03-09,138.74000549316406,138.7899932861328,137.0500030517578,138.67999267578125,132.13868713378906,22155900
2017-03-10,139.25,139.36000061035156,138.63999938964844,139.13999938964844,132.5770263671875,19612800
2017-03-13,138.85000610351562,139.42999267578125,138.82000732421875,139.1999969482422,132.63417053222656,17421700
2017-03-14,139.3000030517578,139.64999389648438,138.83999633789062,138.99000549316406,132.43411254882812,15309100
2017-03-15,139.41000366210938,140.75,139.02999877929688,140.4600067138672,133.83477783203125,25691800
2017-03-16,140.72000122070312,141.02000427246094,140.25999450683594,140.69000244140625,134.0538787841797,19232000
2017-03-17,141.0,141.0,139.88999938964844,139.99000549316406,133.38694763183594,43885000
2017-03-20,140.39999389648438,141.5,140.22999572753906,141.4600067138672,134.78759765625,21542000
2017-03-21,142.11000061035156,142.8000030517578,139.72999572753906,139.83999633789062,133.24400329589844,39529900
2017-03-22,139.85000610351562,141.60000610351562,139.75999450683594,141.4199981689453,134.74948120117188,25860200
2017-03-23,141.25999450683594,141.5800018310547,140.61000061035156,140.9199981689453,134.27304077148438,20346300
2017-03-24,141.5,141.74000549316406,140.35000610351562,140.63999938964844,134.0062713623047,22395600
2017-03-27,139.38999938964844,141.22000122070312,138.6199951171875,140.8800048828125,134.23497009277344,23575100
2017-03-28,140.91000366210938,144.0399932861328,140.6199951171875,143.8000030517578,137.01722717285156,33374800
2017-03-29,143.67999267578125,144.49000549316406,143.19000244140625,144.1199951171875,137.3220977783203,29190000
2017-03-30,144.19000244140625,144.5,143.5,143.92999267578125,137.14105224609375,21207300
2017-03-31,143.72000122070312,144.27000427246094,143.00999450683594,143.66000366210938,136.8838348388672,19661700
2017-04-03,143.7100067138672,144.1199951171875,143.0500030517578,143.6999969482422,136.92193603515625,19985700
2017-04-04,143.25,144.88999938964844,143.1699981689453,144.77000427246094,137.94146728515625,19891400
2017-04-05,144.22000122070312,145.4600067138672,143.80999755859375,144.02000427246094,137.2268524169922,27717900
