Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,104.4000015258789,106.37000274658203,99.37999725341797,102.01000213623047,100.830810546875,37549900
2017-01-04,103.4000015258789,105.5,101.52999877929688,104.38999938964844,103.18328094482422,29980500
2017-01-05,104.52999877929688,105.81999969482422,101.05000305175781,101.73999786376953,100.5639419555664,24607400
2017-01-06,102.8499984741211,104.25,101.19999694824219,103.0999984741211,101.90821075439453,20571400
2017-01-09,103.5,108.0,103.5,107.27999877929688,106.03990173339844,22906200
2017-01-10,107.80999755859375,109.19000244140625,105.62999725341797,106.47000122070312,105.23925018310547,22023000
2017-01-11,106.0,106.19999694824219,104.1500015258789,105.16000366210938,103.94438171386719,13141600
2017-01-12,104.2300033569336,104.69999694824219,101.62000274658203,103.44000244140625,102.2442855834961,15640400
2017-01-13,103.5999984741211,105.0,103.05999755859375,103.43000030517578,102.2343978881836,11445500
2017-01-17,103.0,103.19999694824219,100.56999969482422,101.11000061035156,99.94121551513672,14515300
2017-01-18,100.23999786376953,103.2300033569336,99.11000061035156,102.94999694824219,101.75993347167969,16360600
2017-01-19,103.06999969482422,106.45999908447266,102.9800033569336,105.16000366210938,103.94438171386719,16121800
2017-01-20,106.08000183105469,106.80000305175781,103.12000274658203,104.01000213623047,102.80769348144531,12300600
2017-01-23,103.80000305175781,105.9000015258789,103.69999694824219,105.08999633789062,103.87520599365234,9247600
2017-01-24,105.5,107.58000183105469,104.9000015258789,107.33000183105469,106.08930206298828,10701300
2017-01-25,109.05000305175781,109.30000305175781,106.33000183105469,107.79000091552734,106.54399108886719,13069000
2017-01-26,107.9000015258789,109.94999694824219,106.69999694824219,109.6500015258789,108.38249206542969,11470000
2017-01-27,109.93000030517578,111.88999938964844,108.8499984741211,111.7699966430664,110.47797393798828,11799900
2017-01-30,110.91999816894531,111.01000213623047,107.91000366210938,110.0199966430664,108.74821472167969,12400100
2017-01-31,108.94999694824219,110.05000305175781,108.19999694824219,109.18000030517578,107.91793060302734,9068900
2017-02-01,110.58000183105469,114.12000274658203,109.86000061035156,113.94999694824219,112.6327896118164,14750100
2017-02-02,113.30000305175781,115.73999786376953,112.05999755859375,115.38999938964844,114.0561294555664,12081000
2017-02-03,115.44999694824219,115.9000015258789,113.9000015258789,114.37999725341797,113.05780029296875,9318600
2017-02-06,114.0,117.33000183105469,114.0,117.30999755859375,115.95394134521484,12669200
2017-02-07,118.69999694824219,120.91999816894531,117.9000015258789,119.12999725341797,117.7529067993164,18655600
2017-02-08,118.4000015258789,119.30999755859375,116.37999725341797,118.61000061035156,117.23890686035156,11239500
2017-02-09,118.86000061035156,119.05999755859375,115.5999984741211,116.37999725341797,115.03469848632812,21064200
2017-02-10,119.93000030517578,120.69999694824219,112.5999984741211,113.62000274658203,112.30660247802734,41277300
2017-02-13,113.38999938964844,113.9800033569336,108.19999694824219,108.37999725341797,107.12716674804688,29518100
2017-02-14,107.98999786376953,110.1500015258789,106.29000091552734,108.77999877929688,107.52253723144531,21265800
2017-02-15,108.9000015258789,109.80000305175781,107.76000213623047,109.0,107.73999786376953,9325500
2017-02-16,109.38999938964844,109.44000244140625,105.66000366210938,107.25,106.01024627685547,16179400
2017-02-17,106.69999694824219,107.41000366210938,104.79000091552734,107.2300033569336,105.990478515625,14093500
2017-02-21,108.2300033569336,111.2300033569336,108.22000122070312,111.06999969482422,109.78607940673828,13798800
2017-02-22,111.41999816894531,111.80000305175781,109.98999786376953,110.76000213623047,109.61782836914062,10844300
2017-02-23,105.5,106.38999938964844,99.68000030517578,100.48999786376953,99.45372772216797,39822200
2017-02-24,97.06999969482422,102.0,95.69999694824219,101.45999908447266,100.41373443603516,25747600
2017-02-27,102.19999694824219,105.0199966430664,101.55999755859375,104.41000366210938,103.33330535888672,17885000
2017-02-28,104.80000305175781,105.19999694824219,100.77999877929688,101.4800033569336,100.43353271484375,15634000
2017-03-01,103.79000091552734,104.37000274658203,101.11000061035156,102.79000091552734,101.73001861572266,12620100
2017-03-02,102.2699966430664,102.83999633789062,98.88999938964844,99.0,97.97909545898438,18858300
2017-03-03,98.56999969482422,98.7699966430664,96.22000122070312,98.43000030517578,97.41497802734375,21617300
2017-03-06,96.95999908447266,98.0999984741211,95.16999816894531,97.66999816894531,96.66279602050781,22089200
2017-03-07,97.66999816894531,99.52999877929688,97.1500015258789,98.73999786376953,97.72178649902344,15085000
2017-03-08,100.69999694824219,101.30000305175781,98.47000122070312,98.55999755859375,97.54363250732422,15967800
2017-03-09,97.91000366210938,99.44999694824219,97.4000015258789,98.54000091552734,97.5238265991211,11951500
2017-03-10,99.61000061035156,100.08999633789062,98.37999725341797,99.12000274658203,98.0978775024414,12493500
2017-03-13,99.54000091552734,102.25,99.51000213623047,101.8499984741211,100.79972076416016,19353400
2017-03-14,102.37000274658203,102.75,100.47000122070312,101.77999877929688,100.73042297363281,13050400
2017-03-15,102.25,102.98999786376953,100.31999969482422,102.55000305175781,101.49250030517578,15375900
2017-03-16,102.9800033569336,103.83000183105469,102.41000366210938,103.80999755859375,102.73949432373047,13077500
2017-03-17,104.5199966430664,106.12000274658203,103.80999755859375,106.06999969482422,104.97618103027344,27992200
2017-03-20,106.77999877929688,109.61000061035156,106.12999725341797,109.44999694824219,108.32134246826172,18714200
2017-03-21,108.75,109.95999908447266,105.58999633789062,105.91000366210938,104.81785583496094,22837100
2017-03-22,105.45999908447266,108.26000213623047,105.30000305175781,108.06999969482422,106.95557403564453,15419100
2017-03-23,107.75,108.55999755859375,106.69999694824219,107.08999633789062,105.98568725585938,13348500
2017-03-24,108.97000122070312,109.29000091552734,106.41999816894531,107.47000122070312,106.36175537109375,10987500
2017-03-27,105.58000183105469,108.41000366210938,103.58000183105469,108.25,107.13372039794922,12666100
2017-03-28,108.30000305175781,108.88999938964844,107.2699966430664,107.69000244140625,106.57949829101562,10811100
2017-03-29,107.98999786376953,108.48999786376953,107.25,107.33999633789062,106.23310089111328,8749800
2017-03-30,107.62999725341797,110.0,107.4000015258789,109.4000015258789,108.27188110351562,13138300
2017-03-31,109.01000213623047,109.88999938964844,108.4000015258789,108.93000030517578,107.80670928955078,11020200
2017-04-03,108.94999694824219,109.6500015258789,107.41999816894531,108.37999725341797,107.26235961914062,11130800
2017-04-04,103.4000015258789,104.41999816894531,100.33999633789062,100.77999877929688,99.74073791503906,31782000
2017-04-05,100.0199966430664,102.37000274658203,99.5,100.02999877929688,98.99848175048828,18676200
2017-04-06,100.23999786376953,101.25,98.41000366210938,100.76000213623047,99.7209701538086,15878000
2017-04-07,101.0199966430664,101.7300033569336,99.72000122070312,100.33000183105469,99.2953872680664,10726700
2017-04-10,100.36000061035156,100.62999725341797,97.5999984741211,97.7699966430664,96.76178741455078,18908300
2017-04-11,96.55000305175781,98.9000015258789,96.3499984741211,98.12000274658203,97.10816955566406,15453700
2017-04-12,98.12000274658203,98.69999694824219,97.0999984741211,97.30999755859375,96.30652618408203,10352300
2017-04-13,96.33000183105469,97.20999908447266,95.48999786376953,95.48999786376953,94.50531005859375,12672300
2017-04-17,96.01000213623047,99.23999786376953,95.80000305175781,99.2300033569336,98.20674133300781,12432300
2017-04-18,98.6500015258789,99.54000091552734,97.5999984741211,99.29000091552734,98.26611328125,9252900
2017-04-19,100.0,100.9800033569336,99.41000366210938,99.68000030517578,98.65209197998047,9520700
2017-04-20,100.2699966430664,101.44999694824219,99.41000366210938,101.26000213623047,100.21578979492188,10100400
2017-04-21,100.83999633789062,101.79000091552734,100.36000061035156,101.68000030517578,100.63146209716797,8547400
2017-04-24,102.95999908447266,103.4800033569336,102.11000061035156,102.94999694824219,101.88835144042969,9295500
2017-04-25,103.54000091552734,105.33000183105469,102.66999816894531,104.73999786376953,103.65989685058594,9711000
2017-04-26,105.29000091552734,105.38999938964844,103.94000244140625,104.0199966430664,102.94734191894531,8175100
2017-04-27,104.31999969482422,105.9800033569336,103.58999633789062,105.63999938964844,104.55062103271484,7992500
2017-04-28,105.36000061035156,105.63999938964844,104.06999969482422,104.30000305175781,103.22444915771484,8706200
2017-05-01,104.73999786376953,106.8499984741211,104.44999694824219,106.63999938964844,105.5403060913086,7693300
2017-05-02,105.55000305175781,105.5999984741211,102.55999755859375,103.4800033569336,102.41290283203125,15749300
2017-05-03,103.19999694824219,104.63999938964844,102.5999984741211,104.25,103.17494201660156,8422600
2017-05-04,104.5,104.94999694824219,103.52999877929688,103.8499984741211,102.77908325195312,5244700
2017-05-05,103.37999725341797,104.1500015258789,102.75,103.86000061035156,102.78899383544922,5710700
2017-05-08,104.33999633789062,104.4000015258789,102.30999755859375,102.7699966430664,101.71021270751953,9131000
2017-05-09,103.0,104.93000030517578,102.66000366210938,102.94000244140625,101.87847900390625,21191800
